,Topic,Time,Document
98,2,18,"[22209, 22244, 22252, 22279, 22331, 22332, 22376, 22382, 22399, 22442, 22452, 22482, 22548, 22554, 22561, 22570, 22590, 22599, 22602, 22643, 22668, 22683, 22685, 22690, 22706, 22776, 22777, 22787, 22804, 22807, 22812, 22829, 22853, 22877, 22889, 22893, 22906, 22916, 22920, 22923, 22927, 22955, 22971, 22976, 23000, 23014, 23015, 23034, 23066]"
99,2,19,"[23182, 23202, 23271, 23382, 23388, 23420, 23430, 23468, 23482, 23507, 23538, 23539, 23600, 23606, 23642, 23643, 23647, 23662, 23674]"
100,2,20,"[23846, 23911, 23915, 23916, 23947, 23973, 23980, 23986, 23992, 23993, 24026, 24038, 24105, 24106, 24118, 24206, 24224, 24234, 24248, 24258]"
101,2,21,"[24430, 24463, 24551, 24558, 24587, 24598, 24635, 24639, 24649, 24693, 24709, 24749, 24789, 24790, 24791, 24793, 24813, 24850, 24866, 24868, 24885]"
102,2,22,"[25117, 25122, 25127, 25149, 25153, 25161, 25185, 25195, 25200, 25211, 25215, 25216, 25250, 25285, 25287, 25290, 25296, 25321, 25325, 25331, 25410, 25429, 25452, 25513, 25518, 25519, 25549, 25552, 25563, 25565, 25619]"
103,2,23,"[25821, 25862, 25870, 25871, 25874, 25886, 25888, 25902, 25905, 25906, 25909, 25916, 25925, 25931, 25932, 25933, 25934, 25939, 25984, 25993, 25994, 25995, 25996, 26004, 26007, 26010, 26023, 26024, 26025, 26034, 26066, 26069, 26080, 26091, 26095, 26096, 26118, 26121, 26132, 26137, 26177, 26181, 26188, 26201, 26223, 26227, 26228, 26233, 26234, 26240, 26243]"
104,2,24,"[26353, 26355, 26359, 26376, 26383, 26397, 26413, 26420, 26430, 26433, 26463, 26468, 26486, 26487, 26509, 26523, 26530, 26532, 26533, 26536, 26546, 26548, 26549, 26563, 26567, 26641, 26654, 26656, 26660, 26669, 26675, 26709, 26719, 26721, 26722, 26747, 26756, 26758, 26759, 26763, 26765, 26771, 26788, 26790, 26795]"
105,2,25,"[26898, 26900, 26901, 26902, 26907, 26908, 26909, 26915, 26920, 26921, 26931, 26939, 26944, 26953, 26955, 26983, 27058, 27094, 27096, 27139, 27146, 27154, 27170, 27171, 27174, 27214, 27234, 27235, 27240, 27304, 27342, 27343, 27348, 27355, 27367, 27391, 27393, 27402, 27404]"
106,2,26,"[27523, 27562, 27591, 27657, 27709, 27710, 27805, 27864, 27877, 27884, 27944, 27949, 27955, 27999, 28008, 28010, 28024, 28036]"
107,2,27,"[28174, 28202, 28227, 28241, 28242, 28243, 28244, 28260, 28292, 28304, 28305, 28313, 28346, 28414, 28421, 28429, 28446, 28464, 28473, 28553, 28565, 28605, 28653, 28660]"
108,2,28,"[28789, 28794, 28797, 28801, 28816, 28830, 28839, 28847, 28863, 28920, 28929, 28933, 28975, 29070, 29071, 29141, 29191, 29196, 29222, 29251]"
109,2,29,"[29368, 29422, 29474, 29505, 29533, 29538, 29575, 29588, 29606, 29607, 29628, 29670, 29689, 29711, 29743, 29763, 29775, 29809, 29810, 29811, 29812, 29818, 29837, 29839]"
110,2,30,"[29988, 30066, 30089, 30108, 30109, 30134, 30192, 30219, 30263, 30270, 30307, 30328, 30338, 30401, 30422, 30440, 30456, 30492, 30497, 30511]"
111,2,31,"[30659, 30666, 30668, 30674, 30677, 30709, 30733, 30739, 30761, 30763, 30823, 30831, 30832, 30833, 30839, 30848, 30887, 30933, 30965, 30975, 30979, 30991, 31000, 31002, 31014]"
112,2,32,"[31237, 31241, 31253, 31258, 31270, 31275, 31303, 31359, 31394, 31435, 31468, 31475, 31476, 31521, 31524, 31597, 31598, 31599, 31629]"
113,2,33,"[31796, 31801, 31805, 31810, 31867, 31868, 31874, 31896, 31905, 31951, 31965, 32001, 32005, 32018, 32062, 32073, 32092, 32097, 32105, 32110, 32131, 32161, 32165, 32178, 32233, 32275, 32282, 32298]"
114,2,34,"[32432, 32433, 32434, 32480, 32491, 32506, 32508, 32538, 32596, 32631, 32729, 32765, 32784, 32804, 32841, 32856, 32857, 32874]"
115,2,35,"[33045, 33078, 33095, 33133, 33172, 33211, 33216, 33221, 33258, 33272, 33273, 33347, 33361, 33394, 33398, 33400, 33407, 33411, 33416, 33422, 33431, 33433, 33437, 33447, 33485, 33489, 33562]"
116,2,36,"[33673, 33741, 33905, 33926, 33994, 34037, 34064, 34098, 34135, 34138, 34165, 34169]"
117,2,37,"[34294, 34299, 34331, 34368, 34395, 34416, 34429, 34483, 34509, 34530, 34531, 34534, 34537, 34590, 34613, 34635, 34652, 34680, 34743]"
118,2,38,"[34914, 34927, 34955, 34966, 34987, 35008, 35034, 35066, 35070, 35101, 35141, 35173, 35178, 35209, 35212, 35263, 35265, 35266, 35276, 35277, 35299, 35307, 35316, 35326, 35332, 35339, 35357, 35358, 35359, 35362, 35376, 35383, 35384, 35388, 35393]"
119,2,39,"[35556, 35599, 35606, 35615, 35625, 35626]"
120,3,0,[]
121,3,1,"[24, 53, 97, 107, 123, 159, 162, 166, 171, 204, 206, 207, 208, 221, 222, 225, 228, 237, 240, 244, 254, 266, 291, 302, 306, 312, 313, 341, 352, 362, 381, 409, 417, 418, 426, 429, 445, 465, 470, 475, 481, 485, 497, 528, 533, 571, 572, 598, 692, 715, 752, 758, 768, 775, 794, 800, 814, 848, 849, 857, 861, 934, 984, 1015, 1052, 1110, 1175, 1196, 1232, 1238, 1253, 1255, 1286, 1289, 1314, 1315, 1316, 1335, 1341, 1380, 1401, 1572, 1625, 1704, 1760, 1819, 1822, 1825, 1836, 1839, 1864, 1901, 1912, 2025, 2037, 2041, 2044, 2165, 2197, 2201, 2250, 2271, 2290, 2312, 2333, 2352, 2361, 2384, 2394, 2395, 2406, 2407, 2417, 2418, 2423, 2439, 2460, 2471, 2474, 2480, 2503, 2511, 2513, 2520, 2526, 2537, 2543, 2561, 2568, 2572, 2573, 2577, 2589, 2598, 2599, 2625, 2634, 2647, 2702, 2718, 2722, 2736, 2759, 2763, 2776, 2781, 2790, 2806, 2812, 2841, 2843, 2929, 2984, 2992, 3017, 3024, 3033, 3073, 3079, 3087, 3115, 3124, 3132, 3136, 3159, 3166, 3185, 3196, 3203, 3206, 3208, 3241, 3245, 3255, 3262, 3310, 3315, 3318, 3326, 3328, 3329, 3352, 3355, 3358, 3371, 3392, 3411, 3429, 3477, 3479, 3481, 3497, 3504, 3508, 3513, 3526, 3541, 3545, 3582, 3595, 3626, 3649, 3682, 3687, 3699, 3787, 3795, 3821, 3828, 3850, 3897, 3902, 3919, 3940, 3941, 3942, 3972, 3979, 3980, 4046, 4047, 4100, 4136, 4139, 4151, 4196, 4237, 4247, 4256, 4261, 4273, 4275, 4292, 4334, 4339, 4346, 4388, 4392, 4434, 4445, 4481, 4487, 4492, 4531, 4538, 4579, 4599, 4600, 4622, 4742, 4789, 4822, 4839, 4869, 4878, 4964, 4965, 4966, 4995, 4997, 5066, 5077, 5353, 5396, 5462, 5507, 5513, 5514, 5560, 5563, 5683, 5731, 5872, 5965, 5971, 6004, 6020, 6023, 6036, 6095, 6104, 6116, 6117, 6170, 6191, 6196, 6221, 6257, 6358, 6377, 6403, 6487, 6497, 6505, 6506, 6509, 6552, 6553, 6575, 6599, 6635, 6652, 6711, 6724, 6786, 6857, 6874, 6880, 6911, 6912, 6913, 6965, 6966, 6996, 7015, 7095, 7115, 7133, 7183, 7235, 7287, 7309, 7376, 7384, 7430, 7491, 7527, 7530, 7533, 7542, 7544, 7548, 7593, 7602, 7604, 7606, 7656, 7669, 7674, 7704]"
122,3,2,"[9289, 9295, 9311, 9318, 9332, 9348, 9355, 9375, 9383, 9410, 9439, 9529, 9574, 9586, 9595, 9602, 9603, 9608, 9618, 9622, 9626, 9634, 9708, 9738, 9764, 9769, 9790, 9793, 9799, 9832, 9833, 9844, 9919, 9968, 10002, 10081, 10085, 10114, 10117, 10120, 10121, 10122, 10151, 10240, 10265, 10282, 10300, 10316, 10339, 10350, 10489, 10510, 10512, 10533, 10596, 10598, 10626, 10659, 10664, 10665, 10683, 10694, 10699, 10702, 10759, 10818, 10819, 10845, 10846, 10851, 10871, 10874, 10882, 10887, 10899, 10905, 10921, 11014, 11063, 11064, 11075, 11093, 11125, 11180, 11228, 11231, 11303, 11321, 11375, 11390, 11432, 11436, 11445, 11447, 11469, 11474]"
123,3,3,"[11596, 11649, 11726, 11734, 11742, 11744, 11762, 11778, 11829, 11874, 11895, 11931, 11969, 11990, 12016, 12074, 12075, 12079]"
124,3,4,"[12209, 12329, 12339, 12484, 12489, 12536, 12537, 12592, 12616]"
125,3,5,"[12791, 12889, 12897, 12908, 12912, 12913, 12937, 12955, 12967, 12968, 12971, 12972, 12987, 13117, 13150, 13158, 13164, 13175, 13178, 13195, 13196, 13199, 13203, 13239, 13240, 13242, 13275, 13294]"
126,3,6,"[13416, 13417, 13454, 13470, 13493, 13512, 13521, 13576, 13595, 13702, 13759, 13766, 13792, 13820, 13826, 13846, 13855, 13866, 13874]"
127,3,7,"[13993, 14000, 14029, 14067, 14079, 14092, 14164, 14204, 14223, 14283, 14285, 14292, 14309, 14404, 14414, 14423, 14430, 14437]"
128,3,8,"[14628, 14631, 14649, 14667, 14668, 14676, 14677, 14713, 14732, 14751, 14760, 14761, 14786, 14808, 14875, 14899, 14925, 14960, 14987, 15032, 15049, 15053, 15095]"
129,3,9,"[15207, 15233, 15236, 15257, 15316, 15342, 15352, 15372, 15391, 15432, 15444, 15507, 15510, 15511, 15512, 15513, 15515, 15517, 15598, 15600, 15605, 15662, 15711, 15713, 15755, 15775, 15778]"
130,3,10,"[16020, 16034, 16056, 16079, 16089, 16118, 16174, 16179, 16192, 16200, 16281, 16283, 16286, 16308, 16316, 16333, 16340, 16385, 16424, 16444, 16449, 16493, 16535, 16541, 16546, 16570, 16601, 16602, 16662, 16663, 16683, 16708, 16729, 16730, 16769, 16770]"
131,3,11,"[16908, 16909, 16925, 16926, 16933, 16934, 16935, 16939, 16951, 16952, 16991, 16992, 17045, 17046, 17047, 17073, 17078, 17124, 17129, 17130, 17135, 17136, 17137, 17196, 17227, 17245, 17258, 17270, 17281, 17282, 17283, 17314, 17324, 17327, 17329, 17359, 17392, 17399, 17409]"
132,3,12,"[17573, 17719, 17740, 17755, 17774, 17795, 17796, 17854, 17870, 17873]"
133,3,13,"[18046, 18091, 18118, 18129, 18136, 18140, 18163, 18180, 18184, 18205, 18206, 18215, 18222, 18226, 18265, 18266, 18299, 18311, 18337, 18355, 18357, 18369, 18380, 18389, 18403, 18421, 18427, 18456, 18463, 18478, 18487, 18505, 18525]"
134,3,14,"[18706, 18723, 18777, 18787, 18791, 18808, 18863, 18888, 18893, 18894, 18927, 18940, 18969, 18992, 19099, 19178, 19264, 19270, 19331, 19339, 19496, 19623, 19624, 19642, 19692, 19743, 19774, 19782, 19894]"
135,3,15,"[20152, 20157, 20173, 20254, 20259, 20267, 20318, 20319, 20325, 20333, 20342, 20432, 20454, 20460, 20484, 20521, 20522, 20525, 20533, 20534, 20587, 20606, 20617, 20632, 20633, 20690, 20692, 20725, 20751, 20755]"
136,3,16,"[20860, 20893, 20908, 20952, 20954, 20965, 20984, 21012, 21037, 21044, 21047, 21086, 21087, 21093, 21133, 21155, 21170, 21180, 21218, 21225, 21352, 21353]"
137,3,17,"[21518, 21557, 21571, 21626, 21672, 21792, 21837, 21859, 21891, 21895, 21927, 21948, 21977, 22041, 22045, 22062, 22063, 22064]"
138,3,18,"[22229, 22258, 22276, 22277, 22280, 22312, 22329, 22330, 22347, 22381, 22390, 22398, 22402, 22404, 22429, 22431, 22527, 22529, 22557, 22558, 22573, 22592, 22613, 22648, 22671, 22672, 22686, 22728, 22732, 22783, 22808, 22832, 22921, 22967, 23030, 23071]"
139,3,19,"[23215, 23236, 23324, 23325, 23351, 23354, 23483, 23595, 23612, 23615, 23666, 23667, 23672]"
140,3,20,"[23878, 23893, 23924, 23926, 23931, 23941, 23944, 23953, 24083, 24137, 24164, 24166, 24186, 24211, 24216, 24218, 24227, 24252, 24259, 24281]"
141,3,21,"[24409, 24419, 24431, 24442, 24454, 24457, 24464, 24493, 24500, 24519, 24521, 24612, 24622, 24625, 24647, 24763, 24786, 24869, 24878, 24888]"
142,3,22,"[25124, 25143, 25156, 25158, 25164, 25165, 25175, 25197, 25256, 25257, 25262, 25273, 25315, 25318, 25330, 25347, 25354, 25369, 25382, 25383, 25387, 25394, 25400, 25405, 25583, 25626]"
143,3,23,"[25772, 25853, 25946, 26009, 26042, 26043, 26061, 26151, 26178]"
144,3,24,"[26360, 26390, 26392, 26407, 26424, 26456, 26474, 26484, 26506, 26543, 26551, 26561, 26568, 26577, 26578, 26579, 26580, 26594, 26596, 26606, 26677, 26689, 26701, 26706, 26780]"
145,3,25,"[26949, 26960, 26977, 27041, 27044, 27062, 27085, 27092, 27104, 27121, 27144, 27163, 27186, 27203, 27216, 27265, 27268, 27325, 27387]"
146,3,26,"[27574, 27579, 27660, 27663, 27734, 27745, 27818, 27829, 27854, 27855, 27881, 27971, 27983, 28029, 28039, 28043]"
147,3,27,"[28197, 28277, 28279, 28309, 28357, 28399, 28411, 28439, 28454, 28491, 28538, 28539, 28573, 28574, 28575, 28578, 28585, 28595, 28619, 28621, 28633, 28646]"
148,3,28,"[28784, 28825, 28866, 28960, 28992, 28993, 28996, 29005, 29105, 29134, 29175]"
149,3,29,"[29402, 29435, 29477, 29487, 29501, 29568, 29597, 29611, 29651, 29658, 29668, 29678, 29679, 29692, 29756, 29769, 29816, 29842, 29847, 29848, 29849, 29866, 29870, 29871]"
150,3,30,"[29989, 30020, 30024, 30085, 30094, 30162, 30190, 30191, 30210, 30211, 30225, 30251, 30319, 30332, 30354, 30359, 30406, 30452, 30474, 30524]"
151,3,31,"[30635, 30636, 30670, 30671, 30713, 30714, 30715, 30730, 30772, 30775, 30778, 30788, 30793, 30797, 30804, 30812, 30813, 30824, 30825, 30842, 30850, 30864, 30883, 30888, 30907, 30922, 30941, 30943, 30954, 30974, 31040]"
152,3,32,"[31172, 31192, 31245, 31249, 31250, 31251, 31310, 31326, 31327, 31336, 31337, 31360, 31372, 31407, 31414, 31415, 31427, 31510, 31540, 31549, 31554, 31561, 31567, 31568, 31591, 31600, 31606, 31650, 31651]"
153,3,33,"[31816, 31893, 31908, 31910, 31922, 31926, 32032, 32082, 32155, 32157, 32168]"
154,3,34,"[32484, 32498, 32525, 32530, 32593, 32643, 32664, 32680, 32833, 32858, 32881, 32897, 32906, 32907]"
155,3,35,"[33070, 33080, 33103, 33106, 33129, 33246, 33263, 33268, 33274, 33313, 33320, 33321, 33349, 33384, 33401, 33443, 33457, 33482, 33499, 33519]"
156,3,36,"[33769, 33790, 33802, 33804, 33808, 33812, 33834, 33891, 33910, 33916, 33972, 34000, 34019, 34053, 34063, 34068, 34073, 34110, 34114, 34121, 34146, 34149, 34170]"
157,3,37,"[34344, 34383, 34459, 34460, 34475, 34566, 34573, 34607, 34608, 34615, 34619, 34621, 34625, 34649, 34650, 34668, 34676, 34690, 34707, 34732, 34754, 34775, 34782]"
158,3,38,"[34932, 34933, 34963, 35056, 35077, 35099, 35180, 35269, 35280, 35281, 35351, 35355]"
159,3,39,"[35506, 35509, 35533, 35671]"
160,4,0,[]
161,4,1,"[13, 20, 41, 104, 214, 215, 220, 365, 404, 424, 430, 460, 464, 467, 472, 477, 491, 518, 526, 531, 537, 592, 602, 611, 621, 640, 641, 724, 731, 819, 838, 881, 921, 922, 942, 956, 957, 958, 990, 996, 1000, 1005, 1009, 1013, 1023, 1032, 1076, 1093, 1125, 1129, 1132, 1137, 1138, 1141, 1142, 1143, 1148, 1149, 1153, 1156, 1157, 1159, 1163, 1168, 1177, 1202, 1203, 1208, 1213, 1215, 1224, 1225, 1226, 1227, 1234, 1241, 1243, 1246, 1254, 1256, 1258, 1263, 1272, 1274, 1282, 1299, 1300, 1302, 1303, 1305, 1307, 1308, 1311, 1324, 1327, 1333, 1336, 1337, 1338, 1339, 1344, 1345, 1361, 1375, 1381, 1383, 1398, 1431, 1457, 1473, 1508, 1509, 1524, 1544, 1545, 1585, 1591, 1594, 1595, 1601, 1617, 1636, 1637, 1640, 1661, 1685, 1686, 1697, 1700, 1711, 1718, 1736, 1740, 1747, 1762, 1767, 1768, 1771, 1798, 1820, 1867, 1871, 1880, 1881, 1897, 1920, 1922, 1929, 1956, 1958, 1969, 1972, 1976, 1984, 2010, 2013, 2018, 2062, 2107, 2114, 2123, 2159, 2167, 2173, 2174, 2176, 2190, 2202, 2209, 2215, 2252, 2303, 2304, 2309, 2318, 2344, 2387, 2415, 2416, 2450, 2451, 2479, 2517, 2535, 2580, 2588, 2656, 2687, 2705, 2726, 2746, 2788, 2791, 2811, 2833, 2868, 2893, 2895, 2904, 2917, 2925, 2938, 2942, 2952, 2967, 2968, 2978, 3006, 3014, 3030, 3038, 3046, 3056, 3070, 3081, 3105, 3117, 3141, 3153, 3161, 3162, 3175, 3195, 3205, 3209, 3221, 3254, 3266, 3297, 3317, 3331, 3333, 3351, 3362, 3380, 3385, 3393, 3436, 3448, 3469, 3496, 3588, 3600, 3631, 3678, 3715, 3739, 3740, 3757, 3792, 3811, 3846, 3907, 3916, 3934, 3951, 3964, 3965, 3981, 3985, 4013, 4032, 4066, 4074, 4091, 4107, 4114, 4115, 4146, 4148, 4184, 4199, 4249, 4263, 4269, 4310, 4326, 4330, 4382, 4429, 4447, 4472, 4498, 4533, 4547, 4558, 4598, 4621, 4634, 4636, 4639, 4650, 4661, 4732, 4740, 4741, 4823, 4876, 4893, 4933, 4941, 4961, 4979, 5001, 5027, 5031, 5054, 5063, 5080, 5083, 5135, 5175, 5191, 5215, 5303, 5304, 5308, 5309, 5310, 5345, 5350, 5388, 5410, 5512, 5538, 5542, 5564, 5567, 5626, 5697, 5700, 5732, 5737, 5742, 5777, 5810, 5819, 5858, 5878, 6068, 6085, 6187, 6223, 6263, 6284, 6299, 6302, 6332, 6356, 6360, 6390, 6398, 6439, 6458, 6536, 6590, 6637, 6659, 6679, 6684, 6690, 6701, 6706, 6712, 6758, 6762, 6787, 6877, 6976, 7008, 7014, 7040, 7043, 7070, 7080, 7134, 7189, 7230, 7268, 7323, 7330, 7454, 7459, 7545, 7622, 7671, 7676]"
162,4,2,"[9354, 9401, 9443, 9457, 9566, 9582, 9635, 9636, 9674, 9773, 9775, 9780, 9800, 9871, 9881, 9896, 9928, 9932, 9959, 9973, 10000, 10018, 10036, 10051, 10059, 10093, 10195, 10213, 10246, 10261, 10266, 10273, 10278, 10279, 10280, 10281, 10379, 10412, 10457, 10461, 10471, 10477, 10499, 10500, 10541, 10579, 10584, 10639, 10643, 10735, 10748, 10793, 10852, 10886, 10984, 11047, 11074, 11109, 11134, 11167, 11171, 11194, 11203, 11299, 11339, 11350, 11359, 11370, 11371, 11392, 11409, 11413, 11422, 11424, 11437, 11448, 11470, 11481, 11482, 11483, 11486, 11488]"
163,4,3,"[11712, 11724, 11743, 11793, 11801, 11803, 11811, 11816, 11830, 11837, 11852, 11879, 11932, 11939, 11960, 11961, 11982, 11988, 11989, 12019, 12021, 12069]"
164,4,4,"[12225, 12257, 12334, 12341, 12344, 12359, 12361, 12373, 12422, 12454, 12456, 12462, 12466, 12478, 12492, 12498, 12618, 12619, 12679]"
165,4,5,"[12797, 12859, 12866, 12867, 12893, 12922, 12932, 12957, 12958, 12962, 12974, 13005, 13035, 13041, 13070, 13095, 13105, 13131, 13139, 13140, 13143, 13157, 13176, 13208, 13209, 13225, 13259, 13297]"
166,4,6,"[13421, 13422, 13464, 13465, 13502, 13513, 13532, 13630, 13637, 13638, 13658, 13684, 13700, 13706, 13708, 13749, 13765, 13772, 13784, 13825, 13829, 13857, 13870, 13878, 13883]"
167,4,7,"[14017, 14027, 14043, 14112, 14212, 14230, 14237, 14298, 14302, 14365, 14395, 14401, 14403, 14472, 14492, 14498]"
168,4,8,"[14630, 14665, 14705, 14749, 14763, 14811, 14812, 14822, 14870, 14929, 14955, 14988, 15002, 15013]"
169,4,9,"[15210, 15221, 15235, 15259, 15281, 15341, 15429, 15436, 15442, 15455, 15470, 15535, 15567, 15584, 15590, 15658, 15773, 15797]"
170,4,10,"[16024, 16061, 16085, 16101, 16105, 16109, 16153, 16164, 16182, 16204, 16221, 16290, 16314, 16348, 16388, 16390, 16419, 16468, 16491, 16548, 16562, 16596, 16634, 16756]"
171,4,11,"[16889, 16896, 16901, 16958, 17007, 17082, 17087, 17158, 17160, 17205, 17256, 17261, 17262, 17263, 17264, 17302, 17325, 17345, 17371, 17393, 17394]"
172,4,12,"[17551, 17638, 17678, 17703, 17810, 17820, 17880, 17881, 17883, 17901]"
173,4,13,"[18030, 18086, 18121, 18159, 18217, 18270, 18336, 18353, 18415, 18457, 18510]"
174,4,14,"[18729, 18741, 18769, 18853, 18862, 18986, 18988, 18997, 19000, 19092, 19213, 19253, 19254, 19267, 19354, 19359, 19410, 19430, 19439, 19451, 19473, 19475, 19574, 19744, 19753, 19800, 19847, 19884]"
175,4,15,"[20147, 20148, 20249, 20263, 20264, 20343, 20445, 20502, 20508, 20575, 20582, 20625, 20703, 20719]"
176,4,16,"[20916, 21099, 21240, 21245, 21291, 21319]"
177,4,17,"[21498, 21499, 21501, 21515, 21541, 21561, 21565, 21569, 21570, 21572, 21575, 21595, 21602, 21612, 21617, 21630, 21634, 21637, 21639, 21649, 21650, 21651, 21653, 21661, 21664, 21667, 21675, 21677, 21772, 21773, 21803, 21826, 21848, 21879, 21894, 21919, 21956, 21966, 21986, 22040, 22068]"
178,4,18,"[22317, 22322, 22345, 22346, 22370, 22430, 22432, 22433, 22463, 22496, 22568, 22579, 22588, 22598, 22632, 22633, 22646, 22722, 22735, 22740, 22758, 22767, 22805, 22836, 22843, 22881, 22973, 22975, 23002, 23007, 23042]"
179,4,19,"[23276, 23284, 23302, 23310, 23322, 23328, 23362, 23374, 23384, 23394, 23403, 23419, 23431, 23533, 23596, 23624, 23631]"
180,4,20,"[23983, 24196, 24207, 24213, 24214, 24223, 24228, 24230, 24232, 24233, 24245, 24260, 24262, 24264, 24299]"
181,4,21,"[24451, 24593, 24609, 24623, 24705, 24719, 24722, 24735, 24743, 24751, 24757, 24772, 24773, 24775, 24776, 24777, 24783, 24784, 24788, 24802, 24803, 24815, 24830, 24843, 24859, 24863, 24889, 24892, 24897]"
182,4,22,"[25171, 25182, 25198, 25232, 25302, 25305, 25306, 25308, 25333, 25337, 25346, 25356, 25357, 25376, 25391, 25399, 25473, 25514, 25522, 25536, 25579, 25616, 25618, 25620, 25633, 25634]"
183,4,23,"[25751, 25815, 25839, 25843, 25854, 25877, 25879, 25907, 25935, 25937, 25938, 25949, 25988, 26003, 26134, 26141, 26148, 26204, 26218, 26220, 26250]"
184,4,24,"[26362, 26372, 26398, 26416, 26417, 26450, 26451, 26555, 26575, 26588, 26589, 26591, 26600, 26637, 26681, 26682, 26688]"
185,4,25,"[26906, 26913, 26923, 27014, 27077, 27086, 27102, 27155, 27158, 27187, 27221, 27331, 27395, 27403]"
186,4,26,"[27546, 27556, 27587, 27594, 27633, 27639, 27652, 27659, 27735, 27736, 27935, 27952, 27963, 27964, 27966, 27992, 28005]"
187,4,27,"[28179, 28186, 28192, 28205, 28222, 28251, 28331, 28342, 28402, 28410, 28474, 28504, 28523, 28524, 28562, 28583, 28618, 28657]"
188,4,28,"[28791, 28793, 28804, 28842, 28850, 28913, 29000, 29081, 29122, 29183, 29206, 29218, 29233, 29235, 29239, 29263]"
189,4,29,"[29389, 29397, 29400, 29401, 29408, 29413, 29414, 29415, 29421, 29425, 29426, 29429, 29433, 29434, 29440, 29446, 29448, 29453, 29457, 29461, 29469, 29478, 29483, 29489, 29494, 29495, 29496, 29498, 29503, 29508, 29509, 29511, 29512, 29513, 29519, 29520, 29531, 29534, 29536, 29537, 29540, 29543, 29546, 29549, 29552, 29577, 29609, 29610, 29626, 29643, 29683, 29686, 29709, 29852, 29880]"
190,4,30,"[29983, 30011, 30032, 30045, 30047, 30057, 30064, 30081, 30100, 30112, 30126, 30131, 30132, 30236, 30272, 30417, 30418, 30463, 30475, 30500, 30505]"
191,4,31,"[30648, 30789, 30790, 30817, 30893, 30968, 30971, 30978, 31030]"
192,4,32,"[31161, 31173, 31182, 31209, 31265, 31274, 31278, 31287, 31292, 31316, 31378, 31401, 31412, 31421, 31429, 31447, 31458, 31470, 31485, 31502, 31610, 31649, 31653]"
193,4,33,"[31766, 31821, 31850, 31871, 31883, 31894, 31903, 31906, 31907, 31909, 31914, 31942, 31956, 32043, 32045, 32050, 32142, 32167, 32187, 32215, 32224, 32229, 32269, 32276, 32288, 32300, 32307]"
194,4,34,"[32418, 32507, 32539, 32635, 32724, 32725, 32735, 32736, 32740, 32747, 32764, 32766, 32767, 32768, 32785, 32792, 32797, 32800, 32801, 32819, 32842, 32876, 32879, 32903]"
195,4,35,"[33047, 33049, 33050, 33054, 33086, 33094, 33098, 33109, 33112, 33142, 33155, 33156, 33175, 33179, 33183, 33197, 33222, 33226, 33229, 33240, 33257, 33271, 33276, 33279, 33294, 33327, 33337, 33351, 33372, 33393, 33397, 33404, 33426, 33427, 33435, 33436, 33502, 33539, 33555]"
196,4,36,"[33715, 33717, 33718, 33721, 33740, 33750, 33822, 33877, 33956, 33993, 34104, 34118]"
197,4,37,"[34414, 34450, 34480, 34499, 34514, 34529, 34569, 34579, 34611, 34638, 34664, 34672, 34677, 34685, 34686, 34720, 34724, 34758]"
198,4,38,"[34940, 34958, 34970, 34985, 34986, 34989, 35012, 35013, 35036, 35067, 35117, 35133, 35135, 35137, 35181, 35206, 35225, 35226, 35295, 35296, 35305, 35356, 35398]"
199,4,39,"[35475, 35508, 35526, 35528, 35539, 35540, 35555, 35561, 35576, 35581, 35617, 35629, 35630]"
200,5,0,[]
