,Id,Topic,Start,End,Document
0,0,0,0,3,"[16, 65, 95, 96, 131, 174, 325, 357, 427, 451, 458, 517, 545, 560, 589, 646, 662, 679, 697, 713, 730, 759, 783, 795, 820, 827, 833, 874, 1030, 1038, 1091, 1119, 1135, 1146, 1194, 1219, 1291, 1297, 1318, 1319, 1456, 1472, 1639, 1665, 1761, 1780, 1830, 1846, 1850, 1872, 1919, 1933, 1942, 1946, 1959, 1963, 1967, 1983, 1987, 1993, 1998, 2006, 2009, 2017, 2020, 2024, 2028, 2029, 2031, 2038, 2039, 2047, 2063, 2064, 2067, 2081, 2088, 2089, 2094, 2104, 2109, 2121, 2122, 2155, 2168, 2184, 2207, 2235, 2325, 2337, 2365, 2375, 2400, 2419, 2427, 2443, 2467, 2486, 2501, 2523, 2544, 2546, 2564, 2579, 2596, 2600, 2603, 2641, 2685, 2697, 2721, 2739, 2748, 2787, 2797, 2814, 2827, 2842, 2853, 2909, 2939, 3010, 3045, 3080, 3102, 3104, 3143, 3180, 3189, 3200, 3217, 3256, 3257, 3270, 3381, 3405, 3444, 3446, 3456, 3483, 3558, 3764, 3765, 3796, 3810, 3854, 3872, 3921, 3961, 3967, 3971, 3977, 4003, 4014, 4019, 4021, 4033, 4043, 4052, 4166, 4186, 4194, 4296, 4300, 4316, 4319, 4333, 4397, 4405, 4410, 4435, 4443, 4463, 4470, 4539, 4573, 4583, 4586, 4603, 4662, 4672, 4681, 4686, 4690, 4692, 4703, 4723, 4753, 4892, 4896, 4915, 4916, 4967, 4968, 4988, 5004, 5008, 5034, 5179, 5183, 5192, 5208, 5217, 5241, 5246, 5262, 5315, 5316, 5325, 5344, 5356, 5392, 5420, 5433, 5465, 5470, 5475, 5477, 5492, 5505, 5515, 5516, 5540, 5556, 5591, 5614, 5618, 5630, 5772, 5790, 5818, 5829, 5843, 5865, 5905, 5912, 6033, 6088, 6093, 6137, 6147, 6225, 6237, 6319, 6338, 6415, 6465, 6500, 6515, 6527, 6611, 6623, 6656, 6672, 6676, 6678, 6695, 6698, 6704, 6726, 6731, 6755, 6769, 6770, 6771, 6779, 6801, 6836, 6846, 6860, 6861, 6881, 6902, 6917, 6925, 6956, 6979, 6985, 7055, 7062, 7066, 7157, 7159, 7162, 7184, 7220, 7249, 7294, 7304, 7316, 7324, 7356, 7385, 7395, 7420, 7426, 7427, 7429, 7437, 7456, 7493, 7514, 7536, 7551, 7577, 7616, 7638, 7672, 7673, 7700, 7705, 9304, 9308, 9353, 9360, 9448, 9454, 9562, 9578, 9643, 9772, 9805, 9830, 10100, 10108, 10140, 10221, 10232, 10299, 10353, 10381, 10396, 10417, 10437, 10502, 10594, 10605, 10627, 10698, 10711, 10712, 10775, 10826, 10843, 10885, 10910, 10919, 10925, 10930, 10939, 10950, 10962, 10965, 10987, 11035, 11036, 11037, 11058, 11172, 11173, 11179, 11182, 11193, 11207, 11258, 11304, 11340, 11342, 11411, 11416, 11420, 11610, 11611, 11635, 11741, 11776, 11881, 11907, 11958, 12010, 12047, 12073]"
1,1,1,0,15,"[49, 60, 69, 108, 112, 125, 179, 246, 256, 257, 301, 317, 350, 387, 399, 442, 450, 522, 622, 656, 659, 663, 670, 671, 685, 687, 742, 778, 786, 788, 789, 813, 883, 890, 896, 909, 920, 931, 943, 949, 950, 976, 998, 1025, 1042, 1059, 1064, 1116, 1124, 1178, 1182, 1228, 1244, 1293, 1330, 1349, 1367, 1386, 1394, 1399, 1402, 1413, 1416, 1447, 1455, 1461, 1490, 1496, 1517, 1525, 1526, 1530, 1538, 1560, 1563, 1579, 1613, 1629, 1649, 1668, 1676, 1683, 1721, 1730, 1755, 1756, 1764, 1777, 1783, 1784, 1811, 1826, 1840, 1874, 1886, 1943, 2001, 2055, 2074, 2097, 2112, 2116, 2132, 2133, 2149, 2163, 2222, 2270, 2291, 2295, 2300, 2305, 2320, 2328, 2358, 2359, 2379, 2389, 2405, 2437, 2442, 2444, 2448, 2453, 2475, 2476, 2478, 2487, 2512, 2553, 2595, 2650, 2651, 2662, 2663, 2802, 2831, 2848, 2877, 2881, 2901, 2965, 2975, 3071, 3116, 3121, 3138, 3167, 3176, 3214, 3292, 3327, 3414, 3437, 3441, 3458, 3500, 3525, 3539, 3548, 3559, 3568, 3586, 3608, 3721, 3832, 3833, 3840, 3871, 3931, 3939, 3984, 3997, 4001, 4002, 4029, 4038, 4040, 4055, 4090, 4192, 4200, 4202, 4207, 4235, 4242, 4277, 4297, 4303, 4338, 4357, 4379, 4387, 4412, 4415, 4428, 4459, 4466, 4467, 4509, 4532, 4540, 4545, 4556, 4559, 4571, 4596, 4612, 4675, 4679, 4680, 4691, 4695, 4707, 4710, 4725, 4739, 4752, 4776, 4791, 4817, 4819, 4840, 4855, 4862, 4867, 4887, 4954, 5006, 5045, 5059, 5090, 5091, 5102, 5114, 5129, 5158, 5163, 5166, 5167, 5170, 5202, 5210, 5211, 5212, 5227, 5237, 5239, 5269, 5274, 5320, 5349, 5377, 5435, 5468, 5486, 5488, 5489, 5490, 5544, 5565, 5582, 5624, 5641, 5649, 5654, 5655, 5665, 5713, 5736, 5771, 5781, 5782, 5793, 5797, 5817, 5839, 5840, 5896, 5937, 5942, 5977, 6013, 6040, 6067, 6107, 6139, 6142, 6160, 6173, 6176, 6195, 6219, 6258, 6261, 6334, 6336, 6380, 6389, 6420, 6421, 6433, 6437, 6581, 6583, 6605, 6632, 6645, 6648, 6707, 6715, 6734, 6752, 6775, 6778, 6785, 6833, 6840, 6905, 6973, 6975, 7006, 7027, 7030, 7058, 7071, 7075, 7077, 7078, 7104, 7129, 7169, 7185, 7192, 7223, 7225, 7237, 7245, 7252, 7256, 7258, 7260, 7272, 7314, 7365, 7412, 7417, 7451, 7452, 7464, 7485, 7495, 7516, 7518, 7525, 7529, 7571, 7574, 7597, 7618, 7632, 7675, 7693, 7696, 9303, 9317, 9321, 9334, 9371, 9379, 9388, 9395, 9417, 9429, 9458, 9479, 9502, 9514, 9580, 9599, 9600, 9601, 9638, 9672, 9691, 9692, 9703, 9733, 9763, 9807, 9816, 9819, 9842, 9853, 9902, 9954, 9956, 10044, 10119, 10135, 10136, 10137, 10181, 10192, 10208, 10242, 10245, 10248, 10249, 10256, 10310, 10332, 10335, 10340, 10342, 10383, 10397, 10441, 10465, 10469, 10470, 10485, 10539, 10607, 10633, 10635, 10646, 10657, 10662, 10670, 10714, 10724, 10756, 10758, 10763, 10798, 10808, 10813, 10825, 10880, 10974, 10997, 11000, 11023, 11073, 11117, 11133, 11169, 11184, 11185, 11223, 11243, 11295, 11310, 11318, 11343, 11372, 11385, 11407, 11410, 11412, 11425, 11428, 11429, 11443, 11466, 11467, 11487, 11616, 11623, 11630, 11632, 11638, 11644, 11690, 11694, 11709, 11711, 11751, 11768, 11824, 11845, 11855, 11858, 11859, 11888, 11897, 11900, 11920, 11946, 11962, 11970, 11979, 11987, 12219, 12224, 12239, 12252, 12261, 12262, 12280, 12285, 12289, 12293, 12294, 12308, 12316, 12320, 12338, 12356, 12379, 12412, 12463, 12495, 12497, 12500, 12568, 12574, 12578, 12845, 12875, 12877, 12890, 12945, 12951, 12961, 12964, 12976, 12984, 12989, 12994, 13006, 13017, 13026, 13027, 13030, 13039, 13045, 13049, 13057, 13059, 13062, 13065, 13077, 13085, 13114, 13123, 13145, 13146, 13168, 13202, 13230, 13257, 13260, 13281, 13415, 13427, 13441, 13448, 13462, 13477, 13535, 13564, 13567, 13584, 13591, 13598, 13618, 13645, 13648, 13674, 13695, 13703, 13705, 13707, 13726, 13729, 13731, 13732, 13746, 13750, 13770, 13799, 13808, 13813, 13822, 13823, 13828, 13860, 13864, 13876, 13885, 14012, 14121, 14160, 14163, 14190, 14198, 14222, 14228, 14239, 14271, 14287, 14335, 14346, 14370, 14416, 14434, 14439, 14489, 14623, 14647, 14729, 14748, 14759, 14849, 14893, 14958, 15009, 15012, 15028, 15031, 15059, 15060, 15061, 15062, 15072, 15076, 15096, 15234, 15241, 15337, 15338, 15354, 15369, 15389, 15438, 15462, 15463, 15471, 15488, 15571, 15641, 15668, 15686, 16022, 16044, 16059, 16120, 16121, 16128, 16142, 16162, 16172, 16191, 16225, 16232, 16254, 16269, 16275, 16292, 16304, 16330, 16335, 16341, 16358, 16362, 16381, 16382, 16397, 16412, 16413, 16423, 16474, 16525, 16527, 16532, 16544, 16577, 16580, 16582, 16608, 16615, 16623, 16631, 16635, 16636, 16654, 16664, 16669, 16688, 16689, 16706, 16713, 16717, 16732, 16753, 16905, 16916, 16970, 16984, 17040, 17072, 17099, 17141, 17146, 17164, 17168, 17223, 17236, 17251, 17257, 17280, 17288, 17293, 17299, 17320, 17343, 17408, 17412, 17560, 17588, 17607, 17616, 17623, 17640, 17643, 17690, 17732, 17752, 17756, 17773, 17780, 17783, 17786, 17801, 17809, 17831, 17847, 17855, 18113, 18114, 18116, 18142, 18201, 18293, 18294, 18310, 18318, 18320, 18343, 18345, 18359, 18361, 18392, 18485, 18494, 18496, 18506, 18508, 18533, 18691, 18702, 18711, 18717, 18731, 18732, 18739, 18752, 18762, 18768, 18782, 18788, 18799, 18819, 18826, 18837, 18838, 18843, 18856, 18861, 18870, 18880, 18882, 18891, 18900, 18915, 18926, 18941, 19046, 19048, 19065, 19073, 19079, 19083, 19084, 19085, 19106, 19111, 19130, 19201, 19231, 19260, 19269, 19283, 19284, 19342, 19343, 19345, 19360, 19403, 19433, 19440, 19441, 19450, 19477, 19485, 19503, 19519, 19553, 19560, 19564, 19572, 19578, 19579, 19580, 19588, 19599, 19635, 19668, 19669, 19702, 19707, 19727, 19728, 19751, 19761, 19796, 19830, 19832, 19852, 20136, 20137, 20138, 20174, 20232, 20235, 20239, 20295, 20307, 20322, 20344, 20503, 20516, 20601, 20616, 20620, 20678, 20701, 20738, 20756]"
2,2,2,0,26,"[0, 19, 34, 44, 86, 90, 117, 188, 197, 198, 210, 229, 251, 261, 297, 354, 361, 395, 403, 413, 419, 436, 447, 471, 489, 501, 512, 535, 544, 556, 573, 655, 684, 695, 699, 708, 727, 732, 762, 766, 835, 843, 862, 887, 891, 913, 932, 951, 986, 987, 1012, 1058, 1062, 1081, 1086, 1094, 1100, 1103, 1120, 1139, 1251, 1296, 1468, 1471, 1565, 1578, 1662, 1687, 1705, 1776, 1821, 1837, 1853, 1869, 1870, 1879, 1904, 1905, 1909, 1949, 1961, 1964, 1966, 1977, 2034, 2045, 2059, 2073, 2086, 2106, 2158, 2160, 2169, 2238, 2243, 2254, 2256, 2262, 2265, 2274, 2282, 2388, 2431, 2455, 2465, 2473, 2485, 2496, 2524, 2533, 2590, 2597, 2605, 2612, 2632, 2655, 2686, 2692, 2693, 2694, 2738, 2765, 2807, 2862, 2891, 2902, 2908, 2921, 2996, 2997, 3048, 3057, 3082, 3086, 3128, 3157, 3158, 3179, 3187, 3204, 3230, 3237, 3242, 3253, 3263, 3274, 3298, 3299, 3323, 3430, 3445, 3464, 3478, 3489, 3521, 3579, 3605, 3612, 3644, 3676, 3690, 3691, 3704, 3711, 3719, 3729, 3801, 3879, 3960, 3973, 3988, 4010, 4026, 4028, 4077, 4087, 4097, 4099, 4117, 4132, 4197, 4206, 4216, 4254, 4264, 4270, 4285, 4291, 4306, 4322, 4324, 4325, 4349, 4358, 4372, 4373, 4381, 4383, 4436, 4454, 4490, 4512, 4515, 4520, 4534, 4553, 4554, 4585, 4611, 4628, 4641, 4665, 4688, 4747, 4764, 4768, 4963, 5046, 5073, 5086, 5117, 5180, 5181, 5184, 5185, 5189, 5198, 5251, 5295, 5314, 5425, 5499, 5526, 5604, 5642, 5692, 5705, 5707, 5721, 5724, 5735, 5749, 5762, 5841, 5930, 5931, 5991, 6042, 6081, 6114, 6138, 6162, 6174, 6184, 6199, 6222, 6226, 6255, 6262, 6285, 6288, 6294, 6371, 6430, 6438, 6442, 6446, 6477, 6478, 6498, 6503, 6504, 6507, 6522, 6530, 6533, 6535, 6587, 6589, 6601, 6606, 6628, 6631, 6696, 6723, 6793, 6809, 6815, 6844, 6891, 6914, 6943, 6983, 7011, 7142, 7144, 7151, 7239, 7261, 7262, 7283, 7307, 7332, 7342, 7467, 7477, 7510, 7513, 7523, 7586, 7594, 7681, 7686, 7697, 9307, 9350, 9368, 9399, 9447, 9466, 9485, 9504, 9531, 9559, 9576, 9621, 9624, 9641, 9652, 9659, 9661, 9683, 9685, 9687, 9690, 9736, 9737, 9774, 9810, 9822, 9823, 9827, 9828, 9837, 9870, 9910, 9915, 9940, 9951, 9958, 9990, 9991, 10001, 10004, 10050, 10089, 10102, 10131, 10134, 10141, 10153, 10164, 10180, 10219, 10231, 10250, 10272, 10285, 10308, 10322, 10323, 10329, 10334, 10341, 10354, 10363, 10370, 10378, 10425, 10438, 10443, 10498, 10615, 10622, 10695, 10703, 10727, 10741, 10773, 10917, 10980, 10999, 11007, 11009, 11028, 11062, 11085, 11089, 11098, 11110, 11144, 11147, 11190, 11206, 11227, 11251, 11256, 11361, 11379, 11624, 11633, 11654, 11657, 11677, 11716, 11775, 11777, 11779, 11783, 11790, 11807, 11808, 11820, 11828, 11832, 11835, 11839, 11840, 11844, 11846, 11847, 11877, 11884, 11886, 11951, 11964, 11996, 12007, 12068, 12077, 12191, 12202, 12203, 12213, 12220, 12243, 12256, 12295, 12314, 12349, 12387, 12388, 12389, 12393, 12395, 12418, 12443, 12477, 12479, 12499, 12524, 12533, 12557, 12570, 12583, 12585, 12605, 12621, 12676, 12689, 12792, 12796, 12800, 12801, 12805, 12812, 12819, 12904, 12919, 12992, 12999, 13015, 13019, 13020, 13061, 13082, 13096, 13110, 13111, 13129, 13130, 13166, 13201, 13211, 13250, 13261, 13284, 13531, 13544, 13563, 13594, 13628, 13634, 13640, 13665, 13675, 13690, 13773, 13775, 13810, 13830, 13873, 13997, 14030, 14042, 14167, 14168, 14201, 14218, 14219, 14238, 14254, 14268, 14280, 14343, 14353, 14384, 14425, 14475, 14605, 14612, 14613, 14703, 14722, 14795, 14901, 14910, 14913, 14921, 14944, 14957, 14982, 15042, 15066, 15087, 15088, 15100, 15227, 15245, 15292, 15294, 15322, 15350, 15376, 15398, 15399, 15427, 15434, 15435, 15439, 15476, 15552, 15675, 15678, 15709, 16060, 16069, 16070, 16077, 16082, 16106, 16112, 16116, 16117, 16122, 16123, 16134, 16165, 16173, 16196, 16213, 16224, 16240, 16266, 16289, 16294, 16300, 16359, 16366, 16370, 16372, 16380, 16433, 16436, 16453, 16456, 16458, 16471, 16484, 16503, 16534, 16568, 16594, 16598, 16603, 16617, 16651, 16679, 16695, 16703, 16704, 16728, 16731, 16755, 16888, 16893, 16895, 16914, 16938, 16942, 16959, 16961, 16969, 16995, 16999, 17011, 17014, 17029, 17043, 17050, 17062, 17067, 17080, 17084, 17085, 17092, 17093, 17102, 17114, 17115, 17116, 17121, 17142, 17198, 17203, 17228, 17247, 17259, 17328, 17336, 17355, 17364, 17372, 17383, 17415, 17425, 17536, 17539, 17557, 17562, 17563, 17570, 17586, 17594, 17601, 17613, 17615, 17629, 17641, 17647, 17654, 17659, 17661, 17665, 17672, 17680, 17684, 17686, 17687, 17688, 17691, 17705, 17706, 17708, 17715, 17761, 17785, 17790, 17804, 17817, 17818, 17851, 17857, 17874, 17897, 18035, 18045, 18052, 18055, 18056, 18061, 18076, 18087, 18138, 18154, 18157, 18189, 18211, 18224, 18228, 18236, 18248, 18249, 18274, 18288, 18297, 18309, 18316, 18317, 18326, 18342, 18398, 18437, 18470, 18537, 18542, 18544, 18823, 18867, 18981, 18983, 19002, 19063, 19165, 19169, 19226, 19275, 19282, 19295, 19355, 19379, 19520, 19521, 19551, 19593, 19615, 19630, 19643, 19644, 19652, 19653, 19694, 19763, 19778, 19780, 19790, 19803, 19823, 19873, 20135, 20144, 20162, 20165, 20262, 20275, 20297, 20298, 20375, 20380, 20391, 20463, 20473, 20509, 20526, 20530, 20581, 20585, 20635, 20653, 20658, 20666, 20680, 20716, 20732, 20733, 20869, 20873, 20876, 20884, 20928, 20950, 20967, 20985, 21016, 21018, 21038, 21103, 21123, 21162, 21177, 21221, 21243, 21254, 21281, 21285, 21314, 21482, 21502, 21527, 21540, 21635, 21638, 21641, 21674, 21686, 21767, 21768, 21785, 21840, 21853, 21864, 21880, 21884, 21908, 21933, 21951, 22006, 22010, 22052, 22054, 22061, 22209, 22244, 22252, 22279, 22331, 22332, 22376, 22382, 22399, 22442, 22452, 22482, 22548, 22554, 22561, 22570, 22590, 22599, 22602, 22643, 22668, 22683, 22685, 22690, 22706, 22776, 22777, 22787, 22804, 22807, 22812, 22829, 22853, 22877, 22889, 22893, 22906, 22916, 22920, 22923, 22927, 22955, 22971, 22976, 23000, 23014, 23015, 23034, 23066, 23182, 23202, 23271, 23382, 23388, 23420, 23430, 23468, 23482, 23507, 23538, 23539, 23600, 23606, 23642, 23643, 23647, 23662, 23674, 23846, 23911, 23915, 23916, 23947, 23973, 23980, 23986, 23992, 23993, 24026, 24038, 24105, 24106, 24118, 24206, 24224, 24234, 24248, 24258, 24430, 24463, 24551, 24558, 24587, 24598, 24635, 24639, 24649, 24693, 24709, 24749, 24789, 24790, 24791, 24793, 24813, 24850, 24866, 24868, 24885, 25117, 25122, 25127, 25149, 25153, 25161, 25185, 25195, 25200, 25211, 25215, 25216, 25250, 25285, 25287, 25290, 25296, 25321, 25325, 25331, 25410, 25429, 25452, 25513, 25518, 25519, 25549, 25552, 25563, 25565, 25619, 25821, 25862, 25870, 25871, 25874, 25886, 25888, 25902, 25905, 25906, 25909, 25916, 25925, 25931, 25932, 25933, 25934, 25939, 25984, 25993, 25994, 25995, 25996, 26004, 26007, 26010, 26023, 26024, 26025, 26034, 26066, 26069, 26080, 26091, 26095, 26096, 26118, 26121, 26132, 26137, 26177, 26181, 26188, 26201, 26223, 26227, 26228, 26233, 26234, 26240, 26243, 26353, 26355, 26359, 26376, 26383, 26397, 26413, 26420, 26430, 26433, 26463, 26468, 26486, 26487, 26509, 26523, 26530, 26532, 26533, 26536, 26546, 26548, 26549, 26563, 26567, 26641, 26654, 26656, 26660, 26669, 26675, 26709, 26719, 26721, 26722, 26747, 26756, 26758, 26759, 26763, 26765, 26771, 26788, 26790, 26795, 26898, 26900, 26901, 26902, 26907, 26908, 26909, 26915, 26920, 26921, 26931, 26939, 26944, 26953, 26955, 26983, 27058, 27094, 27096, 27139, 27146, 27154, 27170, 27171, 27174, 27214, 27234, 27235, 27240, 27304, 27342, 27343, 27348, 27355, 27367, 27391, 27393, 27402, 27404, 27523, 27562, 27591, 27657, 27709, 27710, 27805, 27864, 27877, 27884, 27944, 27949, 27955, 27999, 28008, 28010, 28024, 28036]"
3,3,3,0,19,"[24, 53, 97, 107, 123, 159, 162, 166, 171, 204, 206, 207, 208, 221, 222, 225, 228, 237, 240, 244, 254, 266, 291, 302, 306, 312, 313, 341, 352, 362, 381, 409, 417, 418, 426, 429, 445, 465, 470, 475, 481, 485, 497, 528, 533, 571, 572, 598, 692, 715, 752, 758, 768, 775, 794, 800, 814, 848, 849, 857, 861, 934, 984, 1015, 1052, 1110, 1175, 1196, 1232, 1238, 1253, 1255, 1286, 1289, 1314, 1315, 1316, 1335, 1341, 1380, 1401, 1572, 1625, 1704, 1760, 1819, 1822, 1825, 1836, 1839, 1864, 1901, 1912, 2025, 2037, 2041, 2044, 2165, 2197, 2201, 2250, 2271, 2290, 2312, 2333, 2352, 2361, 2384, 2394, 2395, 2406, 2407, 2417, 2418, 2423, 2439, 2460, 2471, 2474, 2480, 2503, 2511, 2513, 2520, 2526, 2537, 2543, 2561, 2568, 2572, 2573, 2577, 2589, 2598, 2599, 2625, 2634, 2647, 2702, 2718, 2722, 2736, 2759, 2763, 2776, 2781, 2790, 2806, 2812, 2841, 2843, 2929, 2984, 2992, 3017, 3024, 3033, 3073, 3079, 3087, 3115, 3124, 3132, 3136, 3159, 3166, 3185, 3196, 3203, 3206, 3208, 3241, 3245, 3255, 3262, 3310, 3315, 3318, 3326, 3328, 3329, 3352, 3355, 3358, 3371, 3392, 3411, 3429, 3477, 3479, 3481, 3497, 3504, 3508, 3513, 3526, 3541, 3545, 3582, 3595, 3626, 3649, 3682, 3687, 3699, 3787, 3795, 3821, 3828, 3850, 3897, 3902, 3919, 3940, 3941, 3942, 3972, 3979, 3980, 4046, 4047, 4100, 4136, 4139, 4151, 4196, 4237, 4247, 4256, 4261, 4273, 4275, 4292, 4334, 4339, 4346, 4388, 4392, 4434, 4445, 4481, 4487, 4492, 4531, 4538, 4579, 4599, 4600, 4622, 4742, 4789, 4822, 4839, 4869, 4878, 4964, 4965, 4966, 4995, 4997, 5066, 5077, 5353, 5396, 5462, 5507, 5513, 5514, 5560, 5563, 5683, 5731, 5872, 5965, 5971, 6004, 6020, 6023, 6036, 6095, 6104, 6116, 6117, 6170, 6191, 6196, 6221, 6257, 6358, 6377, 6403, 6487, 6497, 6505, 6506, 6509, 6552, 6553, 6575, 6599, 6635, 6652, 6711, 6724, 6786, 6857, 6874, 6880, 6911, 6912, 6913, 6965, 6966, 6996, 7015, 7095, 7115, 7133, 7183, 7235, 7287, 7309, 7376, 7384, 7430, 7491, 7527, 7530, 7533, 7542, 7544, 7548, 7593, 7602, 7604, 7606, 7656, 7669, 7674, 7704, 9289, 9295, 9311, 9318, 9332, 9348, 9355, 9375, 9383, 9410, 9439, 9529, 9574, 9586, 9595, 9602, 9603, 9608, 9618, 9622, 9626, 9634, 9708, 9738, 9764, 9769, 9790, 9793, 9799, 9832, 9833, 9844, 9919, 9968, 10002, 10081, 10085, 10114, 10117, 10120, 10121, 10122, 10151, 10240, 10265, 10282, 10300, 10316, 10339, 10350, 10489, 10510, 10512, 10533, 10596, 10598, 10626, 10659, 10664, 10665, 10683, 10694, 10699, 10702, 10759, 10818, 10819, 10845, 10846, 10851, 10871, 10874, 10882, 10887, 10899, 10905, 10921, 11014, 11063, 11064, 11075, 11093, 11125, 11180, 11228, 11231, 11303, 11321, 11375, 11390, 11432, 11436, 11445, 11447, 11469, 11474, 11596, 11649, 11726, 11734, 11742, 11744, 11762, 11778, 11829, 11874, 11895, 11931, 11969, 11990, 12016, 12074, 12075, 12079, 12209, 12329, 12339, 12484, 12489, 12536, 12537, 12592, 12616, 12791, 12889, 12897, 12908, 12912, 12913, 12937, 12955, 12967, 12968, 12971, 12972, 12987, 13117, 13150, 13158, 13164, 13175, 13178, 13195, 13196, 13199, 13203, 13239, 13240, 13242, 13275, 13294, 13416, 13417, 13454, 13470, 13493, 13512, 13521, 13576, 13595, 13702, 13759, 13766, 13792, 13820, 13826, 13846, 13855, 13866, 13874, 13993, 14000, 14029, 14067, 14079, 14092, 14164, 14204, 14223, 14283, 14285, 14292, 14309, 14404, 14414, 14423, 14430, 14437, 14628, 14631, 14649, 14667, 14668, 14676, 14677, 14713, 14732, 14751, 14760, 14761, 14786, 14808, 14875, 14899, 14925, 14960, 14987, 15032, 15049, 15053, 15095, 15207, 15233, 15236, 15257, 15316, 15342, 15352, 15372, 15391, 15432, 15444, 15507, 15510, 15511, 15512, 15513, 15515, 15517, 15598, 15600, 15605, 15662, 15711, 15713, 15755, 15775, 15778, 16020, 16034, 16056, 16079, 16089, 16118, 16174, 16179, 16192, 16200, 16281, 16283, 16286, 16308, 16316, 16333, 16340, 16385, 16424, 16444, 16449, 16493, 16535, 16541, 16546, 16570, 16601, 16602, 16662, 16663, 16683, 16708, 16729, 16730, 16769, 16770, 16908, 16909, 16925, 16926, 16933, 16934, 16935, 16939, 16951, 16952, 16991, 16992, 17045, 17046, 17047, 17073, 17078, 17124, 17129, 17130, 17135, 17136, 17137, 17196, 17227, 17245, 17258, 17270, 17281, 17282, 17283, 17314, 17324, 17327, 17329, 17359, 17392, 17399, 17409, 17573, 17719, 17740, 17755, 17774, 17795, 17796, 17854, 17870, 17873, 18046, 18091, 18118, 18129, 18136, 18140, 18163, 18180, 18184, 18205, 18206, 18215, 18222, 18226, 18265, 18266, 18299, 18311, 18337, 18355, 18357, 18369, 18380, 18389, 18403, 18421, 18427, 18456, 18463, 18478, 18487, 18505, 18525, 18706, 18723, 18777, 18787, 18791, 18808, 18863, 18888, 18893, 18894, 18927, 18940, 18969, 18992, 19099, 19178, 19264, 19270, 19331, 19339, 19496, 19623, 19624, 19642, 19692, 19743, 19774, 19782, 19894, 20152, 20157, 20173, 20254, 20259, 20267, 20318, 20319, 20325, 20333, 20342, 20432, 20454, 20460, 20484, 20521, 20522, 20525, 20533, 20534, 20587, 20606, 20617, 20632, 20633, 20690, 20692, 20725, 20751, 20755, 20860, 20893, 20908, 20952, 20954, 20965, 20984, 21012, 21037, 21044, 21047, 21086, 21087, 21093, 21133, 21155, 21170, 21180, 21218, 21225, 21352, 21353, 21518, 21557, 21571, 21626, 21672, 21792, 21837, 21859, 21891, 21895, 21927, 21948, 21977, 22041, 22045, 22062, 22063, 22064, 22229, 22258, 22276, 22277, 22280, 22312, 22329, 22330, 22347, 22381, 22390, 22398, 22402, 22404, 22429, 22431, 22527, 22529, 22557, 22558, 22573, 22592, 22613, 22648, 22671, 22672, 22686, 22728, 22732, 22783, 22808, 22832, 22921, 22967, 23030, 23071, 23215, 23236, 23324, 23325, 23351, 23354, 23483, 23595, 23612, 23615, 23666, 23667, 23672]"
